gene size,replicate,genomes gt,genomes inf,runtime_phases_1-3,runtime_phase_4,total_runtime,alpha,gamma
250,3,66,5,0.2458216849991004,0.478326937998645,0.7241486229977454,0.25,1.0
250,3,5,2,0.07026742299785838,0.14097076799953356,0.21123819099739194,0.5,1.0
250,3,56,8,0.24274273099945276,0.8063659889994597,1.0491087199989124,1.0,1.0
250,3,67,5,0.2170929409985547,5.642605730998184,5.859698671996739,1.0,0.5
250,3,40,4,0.1177229239983717,0.5762940670028911,0.6940169910012628,1.0,0.25
250,4,6,2,0.05923710699789808,0.2677316020017315,0.3269687089996296,0.25,1.0
250,4,4,4,0.12052566199781722,0.0570216510022874,0.17754731300010462,0.5,1.0
250,4,63,11,0.38417245599703165,0.08871281100073247,0.4728852669977641,1.0,1.0
250,4,39,9,0.5118933960002323,0.8992604129998654,1.4111538090000977,1.0,0.5
250,4,10,7,0.24103022100098315,0.16655022099803318,0.40758044199901633,1.0,0.25
250,5,63,6,0.2844550709996838,1.485323000997596,1.7697780719972798,0.25,1.0
250,5,58,7,0.37638547400274547,0.6361100109970721,1.0124954849998176,0.5,1.0
250,5,68,33,4.490353013999993,2.169011269001203,6.659364283001196,1.0,1.0
250,5,42,1,0.04518172900134232,0.21592648400110193,0.26110821300244424,1.0,0.5
250,5,6,3,0.08467147599731106,0.14330445599989616,0.22797593199720723,1.0,0.25
300,1,20,2,0.07938256099805585,0.9262151490001997,1.0055977099982556,0.25,1.0
300,1,27,1,0.05055465599798481,1.6611636470006488,1.7117183029986336,0.5,1.0
300,1,6,3,0.17712623099941993,0.2539176890022645,0.43104392000168446,1.0,1.0
300,1,59,37,8.22724214399932,4.159349449997535,12.386591593996854,1.0,0.5
300,1,69,5,0.3001327689999016,11.556352006002271,11.856484775002173,1.0,0.25
300,2,33,1,0.04522935699787922,3.3090971170022385,3.3543264740001177,0.25,1.0
300,2,67,8,0.4342512160001206,1.9508624840018456,2.385113700001966,0.5,1.0
300,2,5,1,0.0362403790022654,0.31871262899949215,0.35495300800175755,1.0,1.0
300,2,36,4,0.2972494649984583,14.475924145001045,14.773173609999503,1.0,0.5
300,2,55,2,0.0827594290021807,0.7965925859971321,0.8793520149993128,1.0,0.25
300,3,33,1,0.04655171000194969,2.349230374999024,2.395782085000974,0.25,1.0
300,3,58,2,0.12359815699892351,5.588652745002037,5.71225090200096,0.5,1.0
300,3,49,3,0.11137315100131673,2.242728717999853,2.3541018690011697,1.0,1.0
300,3,50,1,0.05083625800034497,3.7158799819990236,3.7667162399993686,1.0,0.5
300,3,57,10,0.4644753729990043,8.853979374001938,9.318454747000942,1.0,0.25
300,4,19,1,0.04320171300059883,1.3188207929997589,1.3620225060003577,0.25,1.0
300,4,49,9,0.6515410480024002,5.679218237997702,6.330759286000102,0.5,1.0
300,4,7,2,0.06694529500236968,0.19575802100007422,0.2627033160024439,1.0,1.0
300,4,18,2,0.07944576800218783,1.0033451540002716,1.0827909220024594,1.0,0.5
300,4,26,4,0.24086130399882677,2.1730129230018065,2.4138742270006333,1.0,0.25
300,5,12,2,0.08584592099941801,0.7619582430015726,0.8478041640009906,0.25,1.0
300,5,68,1,0.05628412700025365,5.658363731999998,5.714647859000252,0.5,1.0
300,5,29,1,0.046466272997349733,2.705053644000145,2.751519916997495,1.0,1.0
300,5,5,5,0.3361984590010252,0.0721521630002826,0.4083506220013078,1.0,0.5
300,5,14,14,1.3306670159981877,0.6224452540009224,1.9531122699991101,1.0,0.25
350,1,38,1,0.05581656000140356,2.1542716039984953,2.210088163999899,0.25,1.0
350,1,8,5,0.34692169499976444,0.43893873800334404,0.7858604330031085,0.5,1.0
350,1,44,5,0.31271398899843916,3.805845921000582,4.118559909999021,1.0,1.0
350,1,42,8,0.4819475769982091,1.354382016001182,1.836329592999391,1.0,0.5
350,1,40,1,0.059505216999241384,3.6981230480014347,3.757628265000676,1.0,0.25
350,2,16,3,0.13989342100103386,1.34197344399945,1.4818668650004838,0.25,1.0
350,2,4,4,0.2584633109981951,0.11064574100237223,0.3691090520005673,0.5,1.0
350,2,46,3,0.16127667199907592,0.954473699999653,1.115750371998729,1.0,1.0
350,2,48,2,0.16481238299820689,5.6738522490013565,5.838664631999563,1.0,0.5
350,2,4,5,0.37176839300082065,0.23179092699865578,0.6035593199994764,1.0,0.25
350,3,68,3,0.1557456730006379,8.728408929997386,8.884154602998024,0.25,1.0
350,3,66,6,0.46460907499931636,5.596193949000735,6.060803024000052,0.5,1.0
350,3,53,1,0.06662018799761427,2.4016867190002813,2.4683069069978956,1.0,1.0
350,3,69,1,0.07976660699932836,5.537536897001701,5.617303504001029,1.0,0.5
350,3,49,5,0.2666698200009705,1.2477791309975146,1.514448950998485,1.0,0.25
