simulated_k51_l1000_74,SEQ_2,MST_27,SEQ_1,SEQ_14,MST_30,simulated_k51_l1000_81,SEQ_13,SEQ_31,simulated_k51_l1000_88,MST_42,SEQ_28,simulated_k51_l1000_89,MST_8,simulated_k51_l1000_92,SEQ_24,MST_9,SEQ_42,simulated_k51_l1000_37,simulated_k51_l1000_61,simulated_k51_l1000_86,SEQ_48,simulated_k51_l1000_64,MST_25,simulated_k51_l1000_34,simulated_k51_l1000_22,SEQ_29,SEQ_6,MST_13,simulated_k51_l1000_87,simulated_k51_l1000_67,SEQ_37,MST_2,MST_48,SEQ_33,MST_26,simulated_k51_l1000_94,simulated_k51_l1000_32,SEQ_15,MST_6,SEQ_20,simulated_k51_l1000_93,SEQ_49,simulated_k51_l1000_70,simulated_k51_l1000_44,simulated_k51_l1000_48,SEQ_51,SEQ_7,SEQ_43,SEQ_21,simulated_k51_l1000_80,MST_17,MST_44,simulated_k51_l1000_69,MST_1,SEQ_30,simulated_k51_l1000_49,SEQ_8,MST_39,simulated_k51_l1000_30,simulated_k51_l1000_72,simulated_k51_l1000_42,simulated_k51_l1000_82,MST_22,MST_38,MST_10,SEQ_22,SEQ_44,MST_21,MST_32,SEQ_12,SEQ_35,SEQ_41,simulated_k51_l1000_24,SEQ_47,SEQ_5,simulated_k51_l1000_46,SEQ_32,simulated_k51_l1000_57,MST_52,SEQ_38,simulated_k51_l1000_100,SEQ_40,simulated_k51_l1000_90,MST_45,SEQ_4,SEQ_26,MST_11,simulated_k51_l1000_54,simulated_k51_l1000_52,SEQ_9,SEQ_34,MST_5,simulated_k51_l1000_51,simulated_k51_l1000_95,MST_12,simulated_k51_l1000_71,MST_24,simulated_k51_l1000_84,simulated_k51_l1000_58,MST_47,SEQ_18,simulated_k51_l1000_98,SEQ_25,MST_53,MST_18,simulated_k51_l1000_50,MST_20,MST_33,SEQ_11,SEQ_10,SEQ_50,simulated_k51_l1000_68,SEQ_36,MST_14,MST_28,simulated_k51_l1000_78,SEQ_17,simulated_k51_l1000_66,MST_40,MST_41,SEQ_19,MST_19,SEQ_39,simulated_k51_l1000_96,MST_23,simulated_k51_l1000_73,MST_36,MST_43,SEQ_27,SEQ_23,SEQ_16,MST_37,MST_49,SEQ_45,MST_15,MST_35,MST_4,MST_34,MST_46,SEQ_0,SEQ_46,SEQ_3,simulated_k51_l1000_91,simulated_k51_l1000_62,MST_50,MST_31,simulated_k51_l1000_76,MST_7,simulated_k51_l1000_38,simulated_k51_l1000_99,MST_29,MST_3,MST_16,simulated_k51_l1000_10,MST_51
,80.0,30.0,110.0,27.0,30.0,,27.0,19.0,,19.0,30.0,,43.0,44.0,30.0,38.0,19.0,,,,19.0,,30.0,,,20.0,41.0,28.0,,,19.0,75.0,19.0,19.0,30.0,21.0,,27.0,50.0,20.0,21.0,19.0,,,,102.0,34.0,19.0,21.0,,27.0,19.0,,18.0,19.0,,29.0,19.0,,,,,20.0,19.0,30.0,29.0,19.0,21.0,19.0,25.0,19.0,19.0,,19.0,41.0,,19.0,,86.0,19.0,10.0,19.0,0.0,19.0,44.0,30.0,28.0,,,29.0,19.0,69.0,,48.0,29.0,,26.0,,,19.0,21.0,10.0,30.0,91.0,29.0,,20.0,19.0,29.0,29.0,19.0,,19.0,26.0,30.0,,21.0,,19.0,19.0,20.0,23.0,19.0,48.0,20.0,,19.0,19.0,30.0,30.0,29.0,19.0,19.0,19.0,26.0,19.0,98.0,19.0,19.0,169.0,19.0,53.0,46.0,,19.0,25.0,,41.0,,10.0,30.0,143.0,27.0,,19.0
,97.0,,127.0,30.0,,,30.0,0.0,,,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,48.0,,,,0.0,,0.0,0.0,,,,30.0,,23.0,,0.0,,,,115.0,43.0,0.0,20.0,,,,,,0.0,,38.0,,,,,,,,,12.0,0.0,,,32.0,0.0,0.0,,0.0,49.0,,0.0,,96.0,0.0,,0.0,,0.0,55.0,11.0,,,,38.0,0.0,,,,,,,,,0.0,24.0,,11.0,98.0,,,,,36.0,36.0,0.0,,0.0,,,,24.0,,,,23.0,,0.0,,,,,,11.0,11.0,32.0,,0.0,0.0,,,,,0.0,185.0,0.0,64.0,,,0.0,,,,,,,,,,0.0
,,,,32.0,,,32.0,54.0,,,49.0,,,,49.0,,55.0,,,,55.0,,,,,53.0,11.0,,,,54.0,,,54.0,,,,32.0,,37.0,,55.0,,,,84.0,18.0,55.0,41.0,,,,,,54.0,,21.0,,,,,,,,,48.0,55.0,,,30.0,54.0,55.0,,55.0,10.0,,54.0,,,54.0,,54.0,,,0.0,49.0,,,,23.0,54.0,,,,,,,,,,36.0,,49.0,,,,,,25.0,23.0,55.0,,54.0,,,,36.0,,,,37.0,,54.0,,,,,,49.0,49.0,31.0,,,55.0,,,,,,,55.0,,,,,,,,,,,,,,
,,,,,,,,11.0,,,0.0,,,,,,11.0,,,,11.0,,,,,10.0,,,,,11.0,,,11.0,,,,,,,,11.0,,,,108.0,,11.0,,,,,,,11.0,,,,,,,,,,,,11.0,,,,11.0,11.0,,11.0,,,11.0,,,11.0,,11.0,,,,0.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,11.0,,11.0,,,,,,,,,,11.0,,,,,,0.0,,,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,
,67.0,29.0,98.0,11.0,29.0,,11.0,36.0,,37.0,29.0,,,,29.0,,37.0,,,,37.0,,29.0,,,35.0,13.0,4.0,,,36.0,,37.0,36.0,29.0,,,10.0,,16.0,,37.0,,,,93.0,6.0,37.0,20.0,,10.0,37.0,,,36.0,,1.0,36.0,,,,,16.0,36.0,,28.0,37.0,15.0,36.0,9.0,36.0,37.0,,37.0,14.0,,36.0,,76.0,36.0,,36.0,,37.0,23.0,29.0,0.0,,,0.0,36.0,,,,2.0,,25.0,,,37.0,15.0,,29.0,79.0,9.0,,15.0,36.0,5.0,2.0,37.0,,36.0,8.0,29.0,,16.0,,36.0,36.0,16.0,14.0,36.0,,16.0,,36.0,37.0,29.0,29.0,9.0,36.0,37.0,37.0,10.0,36.0,,36.0,37.0,157.0,37.0,34.0,,,37.0,31.0,,,,,29.0,,11.0,,37.0
49.0,85.0,20.0,110.0,26.0,20.0,46.0,26.0,29.0,12.0,29.0,20.0,48.0,38.0,36.0,20.0,37.0,29.0,,33.0,49.0,29.0,52.0,20.0,,,28.0,36.0,30.0,15.0,53.0,29.0,76.0,29.0,29.0,20.0,53.0,,24.0,49.0,30.0,53.0,29.0,46.0,,,103.0,36.0,29.0,29.0,46.0,24.0,29.0,51.0,30.0,29.0,,31.0,29.0,,25.0,,49.0,30.0,29.0,32.0,21.0,29.0,29.0,29.0,28.0,29.0,29.0,,29.0,39.0,,29.0,8.0,86.0,29.0,46.0,29.0,48.0,29.0,45.0,20.0,30.0,0.0,,31.0,29.0,68.0,,22.0,30.0,27.0,24.0,32.0,8.0,29.0,29.0,46.0,20.0,85.0,24.0,,28.0,29.0,31.0,30.0,29.0,51.0,29.0,28.0,20.0,23.0,28.0,48.0,29.0,29.0,30.0,28.0,29.0,22.0,30.0,49.0,29.0,29.0,20.0,20.0,24.0,29.0,29.0,29.0,27.0,29.0,101.0,29.0,29.0,165.0,29.0,51.0,36.0,31.0,29.0,24.0,44.0,43.0,,46.0,20.0,137.0,26.0,,29.0
53.0,75.0,26.0,103.0,45.0,26.0,34.0,45.0,33.0,42.0,33.0,26.0,52.0,50.0,34.0,26.0,45.0,33.0,,55.0,53.0,33.0,56.0,26.0,,,32.0,47.0,42.0,45.0,57.0,33.0,78.0,33.0,33.0,26.0,57.0,,43.0,54.0,38.0,57.0,33.0,52.0,,,99.0,43.0,33.0,35.0,52.0,44.0,33.0,55.0,34.0,33.0,,42.0,33.0,,47.0,,35.0,38.0,33.0,41.0,27.0,33.0,39.0,33.0,47.0,33.0,33.0,,33.0,51.0,,33.0,42.0,87.0,33.0,50.0,33.0,52.0,33.0,53.0,26.0,43.0,46.0,0.0,43.0,33.0,63.0,,44.0,40.0,49.0,30.0,30.0,42.0,33.0,39.0,50.0,26.0,85.0,45.0,,39.0,33.0,43.0,40.0,33.0,55.0,33.0,45.0,26.0,45.0,40.0,52.0,33.0,33.0,38.0,40.0,33.0,44.0,38.0,53.0,33.0,33.0,26.0,26.0,45.0,33.0,33.0,33.0,46.0,33.0,93.0,33.0,33.0,162.0,33.0,56.0,34.0,53.0,33.0,28.0,30.0,53.0,,50.0,26.0,134.0,45.0,,33.0
,,,,12.0,,,12.0,37.0,,,30.0,,,,30.0,,38.0,,,,38.0,,,,,36.0,,,,,37.0,,,37.0,,,,10.0,,17.0,,38.0,,,,95.0,,38.0,21.0,,,,,,37.0,,,,,,,,,,,29.0,38.0,,,10.0,37.0,38.0,,38.0,,,37.0,,,37.0,,37.0,,,,30.0,,,,0.0,37.0,,,,,,,,,,16.0,,30.0,,,,,,6.0,2.0,38.0,,37.0,,,,17.0,,,,17.0,,37.0,,,,,,30.0,30.0,11.0,,,38.0,,,,,,,38.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,19.0,73.0,47.0,56.0,73.0,,56.0,79.0,,80.0,73.0,,39.0,,73.0,43.0,80.0,,,,80.0,,73.0,,,78.0,40.0,49.0,,,79.0,,80.0,79.0,73.0,,,56.0,22.0,61.0,,80.0,,,,69.0,48.0,80.0,65.0,,56.0,80.0,,,79.0,,50.0,79.0,,,,,61.0,79.0,48.0,72.0,80.0,62.0,79.0,54.0,79.0,80.0,,80.0,40.0,,79.0,,57.0,79.0,,79.0,,80.0,31.0,73.0,50.0,,,50.0,79.0,0.0,,,49.0,,69.0,,,80.0,62.0,,73.0,57.0,56.0,,61.0,79.0,51.0,49.0,80.0,,79.0,52.0,73.0,,61.0,,79.0,79.0,61.0,59.0,79.0,,61.0,,79.0,80.0,73.0,73.0,56.0,79.0,80.0,80.0,55.0,79.0,,79.0,80.0,108.0,80.0,17.0,,,80.0,74.0,,33.0,,,73.0,,56.0,,80.0
56.0,77.0,27.0,104.0,46.0,27.0,35.0,46.0,36.0,43.0,36.0,27.0,55.0,51.0,35.0,27.0,46.0,36.0,,56.0,56.0,36.0,59.0,27.0,,,35.0,49.0,43.0,46.0,60.0,36.0,76.0,36.0,36.0,27.0,60.0,,44.0,56.0,39.0,60.0,36.0,55.0,,,97.0,44.0,36.0,36.0,55.0,45.0,36.0,58.0,37.0,36.0,,43.0,36.0,,48.0,,36.0,39.0,36.0,42.0,28.0,36.0,40.0,36.0,48.0,36.0,36.0,,36.0,52.0,,36.0,43.0,86.0,36.0,53.0,36.0,55.0,36.0,55.0,27.0,44.0,47.0,3.0,44.0,36.0,65.0,0.0,45.0,41.0,50.0,31.0,31.0,43.0,36.0,40.0,53.0,27.0,84.0,46.0,,40.0,36.0,44.0,41.0,36.0,58.0,36.0,46.0,27.0,46.0,41.0,55.0,36.0,36.0,39.0,41.0,36.0,45.0,39.0,56.0,36.0,36.0,27.0,27.0,46.0,36.0,36.0,36.0,47.0,36.0,95.0,36.0,36.0,162.0,36.0,58.0,35.0,54.0,36.0,31.0,31.0,55.0,,53.0,27.0,136.0,46.0,,36.0
,83.0,18.0,107.0,25.0,18.0,,25.0,29.0,,29.0,18.0,,38.0,,18.0,33.0,29.0,,,,29.0,,18.0,,,28.0,36.0,29.0,,,29.0,78.0,29.0,29.0,18.0,,,23.0,51.0,28.0,,29.0,,,,101.0,37.0,29.0,27.0,,23.0,29.0,,30.0,29.0,,32.0,29.0,,,,,28.0,29.0,33.0,19.0,29.0,27.0,29.0,27.0,29.0,29.0,,29.0,39.0,,29.0,,83.0,29.0,46.0,29.0,,29.0,46.0,18.0,31.0,,,32.0,29.0,68.0,,0.0,29.0,,22.0,,,29.0,27.0,46.0,18.0,88.0,23.0,,27.0,29.0,30.0,29.0,29.0,,29.0,27.0,18.0,,28.0,,29.0,29.0,28.0,28.0,29.0,2.0,28.0,,29.0,29.0,18.0,18.0,23.0,29.0,29.0,29.0,26.0,29.0,99.0,29.0,29.0,164.0,29.0,53.0,,,29.0,22.0,,42.0,,46.0,18.0,136.0,25.0,,29.0
,67.0,27.0,98.0,9.0,27.0,,9.0,35.0,,36.0,27.0,,,,27.0,,36.0,,,,36.0,,27.0,,,34.0,13.0,2.0,,,35.0,,36.0,35.0,27.0,,,7.0,,15.0,,36.0,,,,93.0,7.0,36.0,18.0,,8.0,36.0,,,35.0,,3.0,35.0,,,,,15.0,35.0,,26.0,36.0,14.0,35.0,7.0,35.0,36.0,,36.0,14.0,,35.0,,79.0,35.0,,35.0,,36.0,23.0,27.0,,,,2.0,35.0,,,,0.0,,22.0,,,36.0,14.0,,27.0,79.0,8.0,,14.0,35.0,3.0,0.0,36.0,,35.0,5.0,27.0,,14.0,,35.0,35.0,15.0,13.0,35.0,,15.0,,35.0,36.0,27.0,27.0,8.0,35.0,36.0,36.0,8.0,35.0,,35.0,36.0,157.0,36.0,33.0,,,36.0,29.0,,,,,27.0,,9.0,,36.0
52.0,89.0,23.0,107.0,30.0,23.0,51.0,30.0,34.0,23.0,34.0,23.0,53.0,43.0,39.0,23.0,38.0,34.0,,,54.0,34.0,,23.0,,,33.0,41.0,34.0,26.0,,34.0,86.0,34.0,34.0,23.0,58.0,,28.0,56.0,33.0,58.0,34.0,,,,99.0,42.0,34.0,32.0,53.0,28.0,34.0,,35.0,34.0,,37.0,34.0,,8.0,,52.0,33.0,34.0,38.0,24.0,34.0,32.0,34.0,32.0,34.0,34.0,,34.0,44.0,,34.0,,81.0,34.0,51.0,34.0,53.0,34.0,51.0,23.0,36.0,,,37.0,34.0,74.0,,19.0,34.0,0.0,27.0,35.0,,34.0,32.0,51.0,23.0,84.0,28.0,,32.0,34.0,35.0,34.0,34.0,,34.0,32.0,23.0,20.0,33.0,,34.0,34.0,33.0,33.0,34.0,19.0,33.0,54.0,34.0,34.0,23.0,23.0,28.0,34.0,34.0,34.0,31.0,34.0,96.0,34.0,34.0,159.0,34.0,60.0,39.0,,34.0,27.0,47.0,47.0,,51.0,23.0,136.0,30.0,,34.0
,86.0,4.0,115.0,19.0,4.0,,19.0,15.0,,15.0,4.0,,,,4.0,,15.0,,,,15.0,,4.0,,,14.0,36.0,,,,15.0,,15.0,15.0,4.0,,,17.0,,8.0,,15.0,,,,105.0,30.0,15.0,5.0,,,15.0,,,15.0,,26.0,15.0,,,,,,15.0,,3.0,15.0,,15.0,21.0,15.0,15.0,,15.0,39.0,,15.0,,91.0,15.0,,15.0,,15.0,45.0,4.0,,,,26.0,15.0,,,,,,0.0,,,15.0,9.0,,4.0,91.0,,,,15.0,24.0,22.0,15.0,,15.0,,4.0,,10.0,,15.0,15.0,8.0,,15.0,,,,15.0,15.0,4.0,4.0,17.0,15.0,15.0,15.0,,15.0,,15.0,15.0,175.0,15.0,54.0,,,15.0,8.0,,,,,4.0,,,,15.0
,82.0,14.0,111.0,29.0,14.0,,29.0,23.0,28.0,23.0,14.0,42.0,45.0,4.0,14.0,40.0,23.0,,,43.0,23.0,,14.0,,,22.0,43.0,29.0,29.0,,23.0,77.0,23.0,23.0,14.0,47.0,,31.0,51.0,24.0,47.0,23.0,,,,104.0,38.0,23.0,23.0,,29.0,23.0,,24.0,23.0,,33.0,23.0,,,,,24.0,23.0,34.0,15.0,23.0,25.0,23.0,31.0,23.0,23.0,,23.0,45.0,,23.0,,84.0,23.0,40.0,23.0,42.0,23.0,50.0,14.0,32.0,,,33.0,23.0,64.0,,30.0,30.0,,18.0,0.0,,23.0,25.0,40.0,14.0,88.0,31.0,,25.0,23.0,28.0,30.0,23.0,,23.0,30.0,14.0,,26.0,,23.0,23.0,24.0,26.0,23.0,30.0,24.0,,23.0,23.0,14.0,14.0,31.0,23.0,23.0,23.0,30.0,23.0,100.0,23.0,23.0,170.0,23.0,49.0,4.0,,23.0,18.0,,48.0,,40.0,14.0,142.0,29.0,,23.0
47.0,82.0,16.0,111.0,23.0,16.0,44.0,23.0,27.0,8.0,27.0,16.0,46.0,34.0,32.0,16.0,33.0,27.0,,29.0,47.0,27.0,50.0,16.0,,,26.0,32.0,27.0,11.0,51.0,27.0,75.0,27.0,27.0,16.0,51.0,,21.0,46.0,26.0,51.0,27.0,46.0,,,104.0,32.0,27.0,25.0,46.0,21.0,27.0,49.0,28.0,27.0,,27.0,27.0,,21.0,,45.0,26.0,27.0,28.0,17.0,27.0,25.0,27.0,25.0,27.0,27.0,,27.0,35.0,,27.0,,84.0,27.0,44.0,27.0,46.0,27.0,43.0,16.0,27.0,,,28.0,27.0,66.0,,18.0,27.0,23.0,20.0,28.0,0.0,27.0,25.0,44.0,16.0,87.0,21.0,,25.0,27.0,28.0,27.0,27.0,49.0,27.0,25.0,16.0,19.0,26.0,46.0,27.0,27.0,26.0,26.0,27.0,18.0,26.0,47.0,27.0,27.0,16.0,16.0,21.0,27.0,27.0,27.0,24.0,27.0,100.0,27.0,27.0,168.0,27.0,49.0,32.0,27.0,27.0,20.0,40.0,39.0,,44.0,16.0,140.0,23.0,,27.0
,97.0,,127.0,30.0,,,30.0,0.0,,,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,48.0,,,,0.0,,0.0,0.0,,,,30.0,,23.0,,0.0,,,,115.0,43.0,0.0,20.0,,,,,,0.0,,38.0,,,,,,,,,12.0,0.0,,,32.0,0.0,0.0,,0.0,49.0,,0.0,,96.0,0.0,,0.0,,,55.0,11.0,,,,38.0,0.0,,,,,,,,,0.0,24.0,,11.0,98.0,,,,,36.0,36.0,0.0,,0.0,,,,24.0,,,,23.0,,0.0,,,,,,11.0,11.0,32.0,,0.0,0.0,,,,,,185.0,0.0,64.0,,,0.0,,,,,,,,,,0.0
,,,,,,,,23.0,,,13.0,,,,13.0,,24.0,,,,24.0,,,,,22.0,,,,,23.0,,,23.0,,,,,,1.0,,24.0,,,,102.0,,24.0,4.0,,,,,,23.0,,,,,,,,,,,12.0,24.0,,,,23.0,24.0,,24.0,,,23.0,,,23.0,,23.0,,,,13.0,,,,,23.0,,,,,,,,,,0.0,,13.0,,,,,,,,24.0,,23.0,,,,,,,,1.0,,23.0,,,,,,13.0,13.0,,,,24.0,,,,,,,24.0,,,,,,,,,,,,,,
,82.0,28.0,112.0,25.0,28.0,,25.0,17.0,,17.0,28.0,,36.0,,28.0,34.0,17.0,,,,17.0,,28.0,,,18.0,34.0,26.0,,,17.0,73.0,17.0,17.0,28.0,,,25.0,47.0,18.0,,17.0,,,,103.0,32.0,17.0,19.0,,25.0,17.0,,16.0,17.0,,29.0,17.0,,,,,18.0,17.0,30.0,27.0,17.0,19.0,17.0,23.0,17.0,17.0,,17.0,35.0,,17.0,,88.0,17.0,2.0,17.0,,17.0,41.0,28.0,28.0,,,29.0,17.0,66.0,,,27.0,,24.0,,,17.0,19.0,0.0,28.0,92.0,27.0,,18.0,17.0,27.0,27.0,17.0,,17.0,24.0,28.0,,19.0,,17.0,17.0,18.0,21.0,17.0,,18.0,,17.0,17.0,28.0,28.0,27.0,17.0,17.0,17.0,24.0,17.0,100.0,17.0,17.0,171.0,17.0,50.0,,,17.0,23.0,,38.0,,2.0,28.0,144.0,25.0,,17.0
,,,,,,,,11.0,,,0.0,,,,,,11.0,,,,11.0,,,,,10.0,,,,,11.0,,,11.0,,,,,,,,11.0,,,,108.0,,11.0,,,,,,,11.0,,,,,,,,,,,,11.0,,,,11.0,11.0,,11.0,,,11.0,,,11.0,,11.0,,,,0.0,,,,,11.0,,,,,,,,,,,,0.0,,,,,,,,11.0,,11.0,,,,,,,,,,11.0,,,,,,0.0,,,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,
,58.0,,43.0,84.0,,,84.0,97.0,,,93.0,,,,93.0,,98.0,,,,98.0,,,,,96.0,75.0,,,,97.0,,,97.0,,,,84.0,,88.0,,98.0,,,,37.0,82.0,98.0,90.0,,,,,,97.0,,79.0,,,,,,,,,93.0,98.0,,,84.0,97.0,98.0,,98.0,78.0,,97.0,,,97.0,,97.0,,,72.0,93.0,,,,81.0,97.0,,,,,,,,,,88.0,,93.0,0.0,,,,,82.0,79.0,98.0,,97.0,,,,86.0,,,,88.0,,97.0,,,,,,93.0,93.0,84.0,,,98.0,,,,,,17.0,98.0,63.0,,,,,,,,,,,,,
,73.0,21.0,102.0,3.0,21.0,,3.0,31.0,,32.0,21.0,,,,21.0,,32.0,,,,32.0,,21.0,,,30.0,21.0,,,,31.0,,32.0,31.0,21.0,,,1.0,,8.0,,32.0,,,,99.0,15.0,32.0,12.0,,,32.0,,,31.0,,10.0,31.0,,,,,8.0,31.0,,20.0,32.0,7.0,31.0,5.0,31.0,32.0,,32.0,24.0,,31.0,,83.0,31.0,,31.0,,32.0,31.0,21.0,,,,11.0,31.0,,,,,,17.0,,,32.0,7.0,,21.0,84.0,0.0,,7.0,31.0,8.0,8.0,32.0,,31.0,,21.0,,8.0,,31.0,31.0,8.0,5.0,31.0,,8.0,,31.0,32.0,21.0,21.0,0.0,31.0,32.0,32.0,,31.0,,31.0,32.0,163.0,32.0,39.0,,,32.0,25.0,,,,,21.0,,,,32.0
51.0,85.0,24.0,109.0,41.0,24.0,34.0,41.0,33.0,40.0,33.0,24.0,50.0,48.0,32.0,24.0,43.0,33.0,,53.0,51.0,33.0,54.0,24.0,,,32.0,46.0,38.0,43.0,55.0,33.0,75.0,33.0,33.0,24.0,55.0,,39.0,52.0,34.0,55.0,33.0,50.0,,,99.0,41.0,33.0,31.0,50.0,40.0,33.0,53.0,34.0,33.0,,40.0,33.0,,43.0,,35.0,34.0,33.0,39.0,23.0,33.0,35.0,33.0,43.0,33.0,33.0,,33.0,49.0,,33.0,40.0,84.0,33.0,48.0,33.0,50.0,33.0,49.0,24.0,41.0,44.0,26.0,41.0,33.0,69.0,27.0,42.0,38.0,43.0,26.0,30.0,40.0,33.0,35.0,48.0,24.0,84.0,41.0,0.0,35.0,33.0,39.0,38.0,33.0,53.0,33.0,41.0,24.0,43.0,36.0,50.0,33.0,33.0,34.0,36.0,33.0,42.0,34.0,51.0,33.0,33.0,24.0,24.0,41.0,33.0,33.0,33.0,42.0,33.0,101.0,33.0,33.0,163.0,33.0,57.0,34.0,51.0,33.0,26.0,30.0,51.0,,48.0,24.0,137.0,41.0,,33.0
,78.0,13.0,107.0,9.0,13.0,,9.0,23.0,,23.0,13.0,,,,13.0,,23.0,,,,23.0,,13.0,,,22.0,26.0,,,,23.0,,23.0,23.0,13.0,,,7.0,,1.0,,23.0,,,,102.0,21.0,23.0,4.0,,,23.0,,,23.0,,16.0,23.0,,,,,1.0,23.0,,12.0,23.0,0.0,23.0,11.0,23.0,23.0,,23.0,30.0,,23.0,,85.0,23.0,,23.0,,23.0,35.0,13.0,,,,16.0,23.0,,,,,,9.0,,,23.0,0.0,,13.0,87.0,,,0.0,23.0,14.0,14.0,23.0,,23.0,,13.0,,0.0,,23.0,23.0,1.0,,23.0,,1.0,,23.0,23.0,13.0,13.0,7.0,23.0,23.0,23.0,,23.0,,23.0,23.0,167.0,23.0,44.0,,,23.0,17.0,,,,,13.0,,,,23.0
,96.0,,126.0,30.0,,,30.0,0.0,,0.0,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,47.0,,,,0.0,,0.0,0.0,,,,30.0,,22.0,,0.0,,,,114.0,42.0,0.0,20.0,,,0.0,,,0.0,,37.0,0.0,,,,,,0.0,,12.0,0.0,,,32.0,0.0,0.0,,0.0,48.0,,0.0,,95.0,0.0,,0.0,,0.0,54.0,11.0,,,,37.0,0.0,,,,,,,,,0.0,23.0,,11.0,97.0,,,,0.0,35.0,35.0,0.0,,0.0,,,,24.0,,0.0,0.0,22.0,,0.0,,,,0.0,0.0,11.0,11.0,31.0,0.0,0.0,0.0,,0.0,,0.0,0.0,184.0,0.0,63.0,,,0.0,,,,,,,,,,0.0
,,,,6.0,,,6.0,35.0,,,28.0,,,,28.0,,36.0,,,,36.0,,,,,34.0,,,,,35.0,,,35.0,,,,8.0,,15.0,,36.0,,,,96.0,,36.0,19.0,,,,,,35.0,,,,,,,,,,,27.0,36.0,,,4.0,35.0,36.0,,36.0,,,35.0,,,35.0,,35.0,,,,28.0,,,,,35.0,,,,,,,,,,14.0,,28.0,,,,,,0.0,,36.0,,35.0,,,,15.0,,,,15.0,,35.0,,,,,,28.0,28.0,8.0,,,36.0,,,,,,,36.0,,,,,,,,,,,,,,
,,,,9.0,,,9.0,35.0,,,27.0,,,,27.0,,36.0,,,,36.0,,,,,34.0,,,,,35.0,,,35.0,,,,7.0,,15.0,,36.0,,,,93.0,,36.0,18.0,,,,,,35.0,,,,,,,,,,,26.0,36.0,,,7.0,35.0,36.0,,36.0,,,35.0,,,35.0,,35.0,,,,27.0,,,,,35.0,,,,,,,,,,14.0,,27.0,,,,,,3.0,0.0,36.0,,35.0,,,,14.0,,,,15.0,,35.0,,,,,,27.0,27.0,8.0,,,36.0,,,,,,,36.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,84.0,33.0,111.0,30.0,33.0,59.0,30.0,22.0,49.0,22.0,33.0,19.0,50.0,47.0,33.0,46.0,22.0,,,20.0,22.0,,33.0,,,23.0,47.0,35.0,50.0,,22.0,78.0,22.0,22.0,33.0,24.0,,30.0,59.0,23.0,24.0,22.0,19.0,,,101.0,41.0,22.0,24.0,19.0,30.0,22.0,22.0,21.0,22.0,,38.0,22.0,,54.0,,60.0,23.0,22.0,38.0,32.0,22.0,24.0,22.0,32.0,22.0,22.0,,22.0,49.0,,22.0,,86.0,22.0,17.0,22.0,19.0,22.0,55.0,33.0,37.0,,,38.0,22.0,69.0,,51.0,36.0,56.0,29.0,45.0,,22.0,24.0,17.0,33.0,91.0,32.0,,23.0,22.0,36.0,36.0,22.0,0.0,22.0,33.0,33.0,52.0,24.0,,22.0,22.0,23.0,26.0,22.0,51.0,23.0,20.0,22.0,22.0,33.0,33.0,32.0,22.0,22.0,22.0,31.0,22.0,102.0,22.0,22.0,169.0,22.0,62.0,49.0,,22.0,28.0,55.0,52.0,,17.0,33.0,144.0,30.0,,22.0
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
